doc_id,sentence_id,token_id,token,lemma,pos,tag,head_token_id,dep_rel,entity,nounphrase,whitespace
1990,3,15,not,not,PART,RB,17,neg,,,TRUE
1990,3,16,to,to,PART,TO,17,aux,,,TRUE
1990,3,17,detail,detail,VERB,VB,4,advcl,,,TRUE
1990,3,18,every,every,DET,DT,20,det,,beg,TRUE
1990,3,19,new,new,ADJ,JJ,20,amod,,mid,TRUE
1990,3,20,initiative,initiative,NOUN,NN,17,dobj,,end_root,TRUE
1990,3,21,we,we,PRON,PRP,22,nsubj,,beg_root,TRUE
1990,3,22,plan,plan,VERB,VBP,20,relcl,,,TRUE
1990,3,23,for,for,ADP,IN,22,prep,,,TRUE
1990,3,24,the,the,DET,DT,26,det,DATE_B,beg,TRUE
1990,3,25,coming,coming,ADJ,JJ,26,amod,DATE_I,mid,TRUE
1990,3,26,year,year,NOUN,NN,23,pobj,DATE_I,end_root,TRUE
1990,3,27,nor,nor,CCONJ,CC,22,cc,,,TRUE
1990,3,28,to,to,PART,TO,29,aux,,,TRUE
1990,3,29,describe,describe,VERB,VB,22,conj,,,TRUE
1990,3,30,every,every,DET,DT,31,det,,beg,TRUE
1990,3,31,line,line,NOUN,NN,29,dobj,,end_root,TRUE
1990,3,32,in,in,ADP,IN,31,prep,,,TRUE
1990,3,33,the,the,DET,DT,34,det,,beg,TRUE
1990,3,34,budget,budget,NOUN,NN,32,pobj,,end_root,FALSE
1990,3,35,.,.,PUNCT,.,4,punct,,,TRUE
1990,4,1,I,I,PRON,PRP,2,nsubj,,beg_root,FALSE
1990,4,2,'m,be,AUX,VBP,2,ROOT,,,TRUE
1990,4,3,here,here,ADV,RB,2,advmod,,,TRUE
1990,4,4,to,to,PART,TO,5,aux,,,TRUE
1990,4,5,speak,speak,VERB,VB,2,advcl,,,TRUE
1990,4,6,to,to,ADP,IN,5,prep,,,TRUE
1990,4,7,you,you,PRON,PRP,6,pobj,,beg_root,TRUE
1990,4,8,and,and,CCONJ,CC,6,cc,,,TRUE
1990,4,9,to,to,ADP,IN,6,conj,,,TRUE
1990,4,10,the,the,DET,DT,12,det,,beg,TRUE
1990,4,11,American,american,ADJ,JJ,12,amod,NORP_B,mid,TRUE
1990,4,12,people,people,NOUN,NNS,9,pobj,,end_root,TRUE
1990,4,13,about,about,ADP,IN,12,prep,,,TRUE
1990,4,14,the,the,DET,DT,15,det,,beg,TRUE
1990,4,15,state,state,NOUN,NN,13,pobj,,end_root,TRUE
1990,4,16,of,of,ADP,IN,15,prep,,,TRUE
1990,4,17,the,the,DET,DT,18,det,,beg,TRUE
1990,4,18,Union,Union,PROPN,NNP,16,pobj,,end_root,FALSE
1990,4,19,",",",",PUNCT,",",9,punct,,,TRUE
1990,4,20,about,about,ADP,IN,5,prep,,,TRUE
1990,4,21,our,our,PRON,PRP$,22,poss,,beg,TRUE
1990,4,22,world,world,NOUN,NN,20,pobj,,end_root,TRUE
1990,4,23,--,--,PUNCT,:,2,punct,,,TRUE
1990,4,24,the,the,DET,DT,25,det,,beg,TRUE
1990,4,25,changes,change,NOUN,NNS,1,appos,,end_root,TRUE
1990,4,26,we,we,PRON,PRP,28,nsubj,,beg_root,FALSE
1990,4,27,'ve,'ve,AUX,VBP,28,aux,,,TRUE
1990,4,28,seen,see,VERB,VBN,25,relcl,,,FALSE
1990,4,29,",",",",PUNCT,",",25,punct,,,TRUE
1990,4,30,the,the,DET,DT,31,det,,beg,TRUE
1990,4,31,challenges,challenge,NOUN,NNS,25,appos,,end_root,TRUE
1990,4,32,we,we,PRON,PRP,33,nsubj,,beg_root,TRUE
1990,4,33,face,face,VERB,VBP,31,relcl,,,TRUE
1990,4,34,--,--,PUNCT,:,25,punct,,,TRUE
1990,4,35,and,and,CCONJ,CC,25,cc,,,TRUE
1990,4,36,what,what,PRON,WP,38,dobj,,beg_root,TRUE
1990,4,37,that,that,PRON,DT,38,nsubj,,beg_root,TRUE
1990,4,38,means,mean,VERB,VBZ,25,conj,,,TRUE
1990,4,39,for,for,ADP,IN,38,prep,,,TRUE
1990,4,40,America,America,PROPN,NNP,39,pobj,GPE_B,beg_root,FALSE
1990,4,41,.,.,PUNCT,.,2,punct,,,TRUE
1990,5,1,"

","

",SPACE,_SP,3,dep,,,FALSE
1990,5,2,There,there,PRON,EX,3,expl,,,TRUE
1990,5,3,are,be,VERB,VBP,3,ROOT,,,TRUE
1990,5,4,singular,singular,ADJ,JJ,5,amod,,beg,TRUE
1990,5,5,moments,moment,NOUN,NNS,3,attr,,end_root,TRUE
1990,5,6,in,in,ADP,IN,5,prep,,,TRUE
1990,5,7,history,history,NOUN,NN,6,pobj,,beg_root,FALSE
1990,5,8,",",",",PUNCT,",",3,punct,,,TRUE
1990,5,9,dates,date,VERB,VBZ,3,dep,,,TRUE
1990,5,10,that,that,PRON,WDT,11,nsubj,,beg_root,TRUE
1990,5,11,divide,divide,VERB,VBP,9,relcl,,,TRUE
1990,5,12,all,all,DET,PDT,11,dobj,,,TRUE
1990,5,13,that,that,PRON,WDT,14,nsubj,,beg_root,TRUE
1990,5,14,goes,go,VERB,VBZ,12,relcl,,,TRUE
1990,5,15,before,before,ADV,RB,14,advmod,,,TRUE
1990,5,16,from,from,ADP,IN,14,prep,,,TRUE
1990,5,17,all,all,PRON,DT,16,pobj,,beg_root,TRUE
1990,5,18,that,that,PRON,WDT,19,nsubj,,beg_root,TRUE
1990,5,19,comes,come,VERB,VBZ,17,relcl,,,TRUE
1990,5,20,after,after,ADV,RB,19,advmod,,,FALSE
1990,5,21,.,.,PUNCT,.,3,punct,,,TRUE
1990,6,1,And,and,CCONJ,CC,9,cc,,,TRUE
1990,6,2,many,many,ADJ,JJ,9,nsubj,,,TRUE
1990,6,3,of,of,ADP,IN,2,prep,,,TRUE
1990,6,4,us,we,PRON,PRP,3,pobj,,beg_root,TRUE
1990,6,5,in,in,ADP,IN,2,prep,,,TRUE
1990,6,6,this,this,DET,DT,7,det,,beg,TRUE
1990,6,7,Chamber,Chamber,PROPN,NNP,5,pobj,ORG_B,end_root,TRUE
1990,6,8,have,have,AUX,VBP,9,aux,,,TRUE
1990,6,9,lived,live,VERB,VBN,9,ROOT,,,TRUE
1990,6,10,much,much,ADJ,JJ,9,dobj,,,TRUE
1990,6,11,of,of,ADP,IN,10,prep,,,TRUE
1990,6,12,our,our,PRON,PRP$,13,poss,,beg,TRUE
1990,6,13,lives,life,NOUN,NNS,11,pobj,,end_root,TRUE
1990,6,14,in,in,ADP,IN,9,prep,,,TRUE
1990,6,15,a,a,DET,DT,16,det,,beg,TRUE
1990,6,16,world,world,NOUN,NN,14,pobj,,end_root,TRUE
1990,6,17,whose,whose,DET,WP$,19,poss,,beg,TRUE
1990,6,18,fundamental,fundamental,ADJ,JJ,19,amod,,mid,TRUE
1990,6,19,features,feature,NOUN,NNS,21,nsubjpass,,end_root,TRUE
1990,6,20,were,be,AUX,VBD,21,auxpass,,,TRUE
1990,6,21,defined,define,VERB,VBN,16,relcl,,,TRUE
1990,6,22,in,in,ADP,IN,21,prep,,,TRUE
1990,6,23,1945,1945,NUM,CD,22,pobj,DATE_B,,FALSE
1990,6,24,;,;,PUNCT,:,9,punct,,,TRUE
1990,6,25,and,and,CCONJ,CC,9,cc,,,TRUE
1990,6,26,the,the,DET,DT,27,det,,beg,TRUE
1990,6,27,events,event,NOUN,NNS,31,nsubj,,end_root,TRUE
1990,6,28,of,of,ADP,IN,27,prep,,,TRUE
1990,6,29,that,that,DET,DT,30,det,DATE_B,beg,TRUE
1990,6,30,year,year,NOUN,NN,28,pobj,DATE_I,end_root,TRUE
1990,6,31,decreed,decree,VERB,VBD,9,conj,,,TRUE
1990,6,32,the,the,DET,DT,33,det,,beg,TRUE
1990,6,33,shape,shape,NOUN,NN,31,dobj,,end_root,TRUE
1990,6,34,of,of,ADP,IN,33,prep,,,TRUE
1990,6,35,nations,nation,NOUN,NNS,34,pobj,,beg_root,FALSE
1990,6,36,",",",",PUNCT,",",31,punct,,,TRUE
1990,6,37,the,the,DET,DT,38,det,,beg,TRUE
1990,6,38,pace,pace,NOUN,NN,31,conj,,end_root,TRUE
1990,6,39,of,of,ADP,IN,38,prep,,,TRUE
1990,6,40,progress,progress,NOUN,NN,39,pobj,,beg_root,FALSE
1990,6,41,",",",",PUNCT,",",40,punct,,,TRUE
1990,6,42,freedom,freedom,NOUN,NN,40,conj,,beg_root,TRUE
1990,6,43,or,or,CCONJ,CC,42,cc,,,TRUE
1990,6,44,oppression,oppression,NOUN,NN,42,conj,,beg_root,TRUE
1990,6,45,for,for,ADP,IN,38,prep,,,TRUE
1990,6,46,millions,million,NOUN,NNS,45,pobj,CARDINAL_B,beg_root,TRUE
1990,6,47,of,of,ADP,IN,46,prep,,,TRUE
1990,6,48,people,people,NOUN,NNS,47,pobj,,beg_root,TRUE
1990,6,49,around,around,ADP,IN,48,prep,,,TRUE
1990,6,50,the,the,DET,DT,51,det,,beg,TRUE
1990,6,51,world,world,NOUN,NN,49,pobj,,end_root,FALSE
1990,6,52,.,.,PUNCT,.,31,punct,,,TRUE
1990,7,1,"

","

",SPACE,_SP,5,dep,,,FALSE
1990,7,2,Nineteen,nineteen,NUM,CD,5,compound,,,TRUE
1990,7,3,forty,forty,NUM,CD,5,compound,CARDINAL_B,,FALSE
1990,7,4,-,-,PUNCT,HYPH,5,punct,CARDINAL_I,,FALSE
1990,7,5,five,five,NUM,CD,6,nsubj,CARDINAL_I,,TRUE
1990,7,6,provided,provide,VERB,VBD,6,ROOT,,,TRUE
1990,7,7,the,the,DET,DT,9,det,,beg,TRUE
1990,7,8,common,common,ADJ,JJ,9,amod,,mid,TRUE
1990,7,9,frame,frame,NOUN,NN,6,dobj,,end_root,TRUE
1990,7,10,of,of,ADP,IN,9,prep,,,TRUE
1990,7,11,reference,reference,NOUN,NN,10,pobj,,beg_root,FALSE
1990,7,12,",",",",PUNCT,",",6,punct,,,TRUE
1990,7,13,the,the,DET,DT,15,det,,beg,TRUE
1990,7,14,compass,compass,NOUN,NN,15,compound,,mid,TRUE
1990,7,15,points,point,NOUN,NNS,6,conj,,end_root,TRUE
1990,7,16,of,of,ADP,IN,15,prep,,,TRUE
1990,7,17,the,the,DET,DT,19,det,,beg,TRUE
1990,7,18,postwar,postwar,ADJ,JJ,19,amod,,mid,TRUE
1990,7,19,era,era,NOUN,NN,16,pobj,,end_root,TRUE
1990,7,20,we,we,PRON,PRP,22,nsubj,,beg_root,FALSE
1990,7,21,'ve,'ve,AUX,VBP,22,aux,,,TRUE
1990,7,22,relied,rely,VERB,VBN,19,relcl,,,TRUE
1990,7,23,upon,upon,SCONJ,IN,22,prep,,,TRUE
1990,7,24,to,to,PART,TO,25,aux,,,TRUE
1990,7,25,understand,understand,VERB,VB,22,advcl,,,TRUE
1990,7,26,ourselves,ourselves,PRON,PRP,25,dobj,,beg_root,FALSE
1990,7,27,.,.,PUNCT,.,6,punct,,,TRUE
1990,8,1,And,and,CCONJ,CC,3,cc,,,TRUE
1990,8,2,that,that,PRON,DT,3,nsubj,,beg_root,TRUE
1990,8,3,was,be,AUX,VBD,3,ROOT,,,TRUE
1990,8,4,our,our,PRON,PRP$,5,poss,,beg,TRUE
1990,8,5,world,world,NOUN,NN,3,attr,,end_root,FALSE
1990,8,6,",",",",PUNCT,",",3,punct,,,TRUE
1990,8,7,until,until,ADP,IN,3,prep,,,TRUE
1990,8,8,now,now,ADV,RB,7,pcomp,,,FALSE
1990,8,9,.,.,PUNCT,.,3,punct,,,TRUE
1990,9,1,The,the,DET,DT,2,det,,beg,TRUE
1990,9,2,events,event,NOUN,NNS,7,nsubj,,end_root,TRUE
1990,9,3,of,of,ADP,IN,2,prep,,,TRUE
1990,9,4,the,the,DET,DT,5,det,DATE_B,beg,TRUE
1990,9,5,year,year,NOUN,NN,3,pobj,DATE_I,end_root,TRUE
1990,9,6,just,just,ADV,RB,7,advmod,,,TRUE
1990,9,7,ended,end,VERB,VBD,16,ccomp,,,FALSE
1990,9,8,",",",",PUNCT,",",10,punct,,beg,TRUE
1990,9,9,the,the,DET,DT,10,det,,mid,TRUE
1990,9,10,Revolution,Revolution,PROPN,NNP,16,nsubj,,end_root,TRUE
1990,9,11,of,of,ADP,IN,10,prep,,,TRUE
1990,9,12,',',NUM,CD,11,pobj,,,FALSE
1990,9,13,89,89,NUM,CD,11,pobj,,,FALSE
1990,9,14,",",",",PUNCT,",",10,punct,,,TRUE
1990,9,15,have,have,AUX,VBP,16,aux,,,TRUE
1990,9,16,been,be,AUX,VBN,16,ROOT,,,TRUE
1990,9,17,a,a,DET,DT,19,det,,beg,TRUE
1990,9,18,chain,chain,NOUN,NN,19,compound,,mid,TRUE
1990,9,19,reaction,reaction,NOUN,NN,16,attr,,end_root,FALSE
1990,9,20,",",",",PUNCT,",",16,punct,,,TRUE
1990,9,21,changes,change,NOUN,NNS,16,dep,,,TRUE
1990,9,22,so,so,ADV,RB,23,advmod,,,TRUE
1990,9,23,striking,strike,VERB,VBG,21,acl,,,TRUE
1990,9,24,that,that,SCONJ,IN,26,mark,,,TRUE
1990,9,25,it,it,PRON,PRP,26,nsubj,,beg_root,TRUE
1990,9,26,marks,mark,VERB,VBZ,23,ccomp,,,TRUE
1990,9,27,the,the,DET,DT,28,det,,beg,TRUE
1990,9,28,beginning,beginning,NOUN,NN,26,dobj,,end_root,TRUE
1990,9,29,of,of,ADP,IN,28,prep,,,TRUE
1990,9,30,a,a,DET,DT,32,det,,beg,TRUE
1990,9,31,new,new,ADJ,JJ,32,amod,,mid,TRUE
1990,9,32,era,era,NOUN,NN,29,pobj,,end_root,TRUE
1990,9,33,in,in,ADP,IN,32,prep,,,TRUE
1990,9,34,the,the,DET,DT,35,det,,beg,TRUE
1990,9,35,world,world,NOUN,NN,37,poss,,mid,FALSE
1990,9,36,'s,'s,PART,POS,35,case,,mid,TRUE
1990,9,37,affairs,affair,NOUN,NNS,33,pobj,,end_root,FALSE
1990,9,38,.,.,PUNCT,.,16,punct,,,TRUE
1990,10,1,"

","

",SPACE,_SP,2,dep,,,FALSE
1990,10,2,Think,think,VERB,VBP,2,ROOT,,,TRUE
1990,10,3,back,back,ADV,RB,2,advmod,,,TRUE
1990,10,4,--,--,PUNCT,:,2,punct,,,TRUE
1990,10,5,think,think,VERB,VB,2,conj,,,TRUE
1990,10,6,back,back,ADV,RB,5,advmod,,,TRUE
1990,10,7,just,just,ADV,RB,8,advmod,,,TRUE
1990,10,8,12,12,NUM,CD,10,nummod,DATE_B,,TRUE
1990,10,9,short,short,ADJ,JJ,10,amod,DATE_I,,TRUE
1990,10,10,months,month,NOUN,NNS,11,npadvmod,DATE_I,,TRUE
1990,10,11,ago,ago,ADV,RB,5,advmod,DATE_I,,TRUE
1990,10,12,to,to,ADP,IN,5,prep,,,TRUE
1990,10,13,the,the,DET,DT,14,det,,beg,TRUE
1990,10,14,world,world,NOUN,NN,12,pobj,,end_root,TRUE
1990,10,15,we,we,PRON,PRP,16,nsubj,,beg_root,TRUE
1990,10,16,knew,know,VERB,VBD,14,relcl,,,TRUE
1990,10,17,as,as,ADP,IN,16,prep,,,TRUE
1990,10,18,1989,1989,NUM,CD,17,pobj,DATE_B,,TRUE
1990,10,19,began,begin,VERB,VBD,5,ccomp,,,FALSE
1990,10,20,.,.,PUNCT,.,2,punct,,,TRUE
1990,11,1,"

","

",SPACE,_SP,13,dep,,,FALSE
1990,11,2,One,one,NUM,CD,3,nummod,,,TRUE
1990,11,3,year,year,NOUN,NN,13,npadvmod,,,TRUE
1990,11,4,--,--,PUNCT,:,3,punct,,,TRUE
1990,11,5,one,one,NUM,CD,6,nummod,DATE_B,,TRUE
1990,11,6,year,year,NOUN,NN,7,npadvmod,DATE_I,,TRUE
1990,11,7,ago,ago,ADV,RB,3,advmod,DATE_I,,FALSE
1990,11,8,",",",",PUNCT,",",13,punct,,,TRUE
1990,11,9,the,the,DET,DT,10,det,,beg,TRUE
1990,11,10,people,people,NOUN,NNS,13,nsubj,,end_root,TRUE
1990,11,11,of,of,ADP,IN,10,prep,,,TRUE
1990,11,12,Panama,Panama,PROPN,NNP,11,pobj,GPE_B,beg_root,TRUE
1990,11,13,lived,live,VERB,VBD,13,ROOT,,,TRUE
1990,11,14,in,in,ADP,IN,13,prep,,,TRUE
1990,11,15,fear,fear,NOUN,NN,14,pobj,,beg_root,FALSE
1990,11,16,",",",",PUNCT,",",13,punct,,,TRUE
1990,11,17,under,under,ADP,IN,13,prep,,,TRUE
1990,11,18,the,the,DET,DT,19,det,,beg,TRUE
1990,11,19,thumb,thumb,NOUN,NN,17,pobj,,end_root,TRUE
1990,11,20,of,of,ADP,IN,19,prep,,,TRUE
1990,11,21,a,a,DET,DT,22,det,,beg,TRUE
1990,11,22,dictator,dictator,NOUN,NN,20,pobj,,end_root,FALSE
1990,11,23,.,.,PUNCT,.,13,punct,,,TRUE
1990,12,1,Today,today,NOUN,NN,4,npadvmod,DATE_B,,TRUE
1990,12,2,democracy,democracy,NOUN,NN,4,nsubjpass,,beg_root,TRUE
1990,12,3,is,be,AUX,VBZ,4,auxpass,,,TRUE
1990,12,4,restored,restore,VERB,VBN,7,ccomp,,,FALSE
1990,12,5,;,;,PUNCT,:,7,punct,,,TRUE
1990,12,6,Panama,Panama,PROPN,NNP,7,nsubj,GPE_B,beg_root,TRUE
1990,12,7,is,be,AUX,VBZ,7,ROOT,,,TRUE
1990,12,8,free,free,ADJ,JJ,7,acomp,,,FALSE
1990,12,9,.,.,PUNCT,.,7,punct,,,TRUE
1990,13,1,Operation,operation,NOUN,NN,5,nsubj,,beg_root,TRUE
1990,13,2,Just,just,ADV,RB,3,advmod,,beg,TRUE
1990,13,3,Cause,Cause,PROPN,NNP,5,nsubj,,end_root,TRUE
1990,13,4,has,have,AUX,VBZ,5,aux,,,TRUE
1990,13,5,achieved,achieve,VERB,VBN,5,ROOT,,,TRUE
1990,13,6,its,its,PRON,PRP$,7,poss,,beg,TRUE
1990,13,7,objective,objective,NOUN,NN,5,dobj,,end_root,FALSE
1990,13,8,.,.,PUNCT,.,5,punct,,,TRUE
1990,14,1,The,the,DET,DT,2,det,,beg,TRUE
1990,14,2,number,number,NOUN,NN,8,nsubj,,end_root,TRUE
1990,14,3,of,of,ADP,IN,2,prep,,,TRUE
1990,14,4,military,military,ADJ,JJ,5,amod,,beg,TRUE
1990,14,5,personnel,personnel,NOUN,NNS,3,pobj,,end_root,TRUE
1990,14,6,in,in,ADP,IN,5,prep,,,TRUE
1990,14,7,Panama,Panama,PROPN,NNP,6,pobj,GPE_B,beg_root,TRUE
1990,14,8,is,be,AUX,VBZ,8,ROOT,,,TRUE
1990,14,9,now,now,ADV,RB,8,advmod,,,TRUE
1990,14,10,very,very,ADV,RB,11,advmod,,,TRUE
1990,14,11,close,close,ADJ,JJ,8,acomp,,,TRUE
1990,14,12,to,to,ADP,IN,11,prep,,,TRUE
1990,14,13,what,what,PRON,WP,15,dobj,,beg_root,TRUE
1990,14,14,it,it,PRON,PRP,15,nsubj,,beg_root,TRUE
1990,14,15,was,be,AUX,VBD,12,pcomp,,,TRUE
1990,14,16,before,before,SCONJ,IN,19,mark,,,TRUE
1990,14,17,the,the,DET,DT,18,det,,beg,TRUE
1990,14,18,operation,operation,NOUN,NN,19,nsubj,,end_root,TRUE
1990,14,19,began,begin,VERB,VBD,15,advcl,,,FALSE
1990,14,20,.,.,PUNCT,.,8,punct,,,TRUE
1990,15,1,And,and,CCONJ,CC,5,cc,,,TRUE
1990,15,2,tonight,tonight,NOUN,NN,5,npadvmod,TIME_B,,TRUE
1990,15,3,I,I,PRON,PRP,5,nsubj,,beg_root,TRUE
1990,15,4,am,be,AUX,VBP,5,aux,,,TRUE
1990,15,5,announcing,announce,VERB,VBG,5,ROOT,,,TRUE
1990,15,6,that,that,SCONJ,IN,38,mark,,,TRUE
1990,15,7,well,well,ADV,RB,8,advmod,,,TRUE
1990,15,8,before,before,ADP,IN,38,prep,,,TRUE
1990,15,9,the,the,DET,DT,10,det,DATE_B,beg,TRUE
1990,15,10,end,end,NOUN,NN,8,pobj,DATE_I,end_root,TRUE
1990,15,11,of,of,ADP,IN,10,prep,DATE_I,,TRUE
1990,15,12,February,February,PROPN,NNP,11,pobj,DATE_I,beg_root,FALSE
1990,15,13,",",",",PUNCT,",",38,punct,,,TRUE
1990,15,14,the,the,DET,DT,16,det,,beg,TRUE
1990,15,15,additional,additional,ADJ,JJ,16,amod,,mid,TRUE
1990,15,16,numbers,number,NOUN,NNS,38,nsubj,,end_root,TRUE
1990,15,17,of,of,ADP,IN,16,prep,,,TRUE
1990,15,18,American,american,ADJ,JJ,19,amod,NORP_B,beg,TRUE
1990,15,19,troops,troop,NOUN,NNS,17,pobj,,end_root,FALSE
1990,15,20,",",",",PUNCT,",",16,punct,,,TRUE
1990,15,21,the,the,DET,DT,23,det,,beg,TRUE
1990,15,22,brave,brave,ADJ,JJ,23,amod,,mid,TRUE
1990,15,23,men,man,NOUN,NNS,16,conj,,end_root,TRUE
1990,15,24,and,and,CCONJ,CC,23,cc,,,TRUE
1990,15,25,women,woman,NOUN,NNS,23,conj,,beg_root,TRUE
1990,15,26,of,of,ADP,IN,23,prep,,,TRUE
1990,15,27,our,our,PRON,PRP$,29,poss,,beg,TRUE
1990,15,28,Armed,Armed,PROPN,NNP,29,compound,,mid,TRUE
1990,15,29,Forces,Forces,PROPN,NNPS,26,pobj,,end_root,TRUE
1990,15,30,who,who,PRON,WP,31,nsubj,,beg_root,TRUE
1990,15,31,made,make,VERB,VBD,23,relcl,,,TRUE
1990,15,32,this,this,DET,DT,33,det,,beg,TRUE
1990,15,33,mission,mission,NOUN,NN,31,dobj,,end_root,TRUE
1990,15,34,a,a,DET,DT,35,det,,beg,TRUE
1990,15,35,success,success,NOUN,NN,31,dobj,,end_root,FALSE
1990,15,36,",",",",PUNCT,",",38,punct,,,TRUE
1990,15,37,will,will,AUX,MD,38,aux,,,TRUE
1990,15,38,be,be,AUX,VB,5,ccomp,,,TRUE
1990,15,39,back,back,ADV,RB,40,advmod,,,TRUE
1990,15,40,home,home,ADV,RB,38,advmod,,,FALSE
1990,15,41,.,.,PUNCT,.,5,punct,,,TRUE
1990,16,1,"

","

",SPACE,_SP,10,dep,,,FALSE
1990,16,2,A,a,DET,DT,3,det,DATE_B,,TRUE
1990,16,3,year,year,NOUN,NN,4,npadvmod,DATE_I,,TRUE
1990,16,4,ago,ago,ADV,RB,10,advmod,DATE_I,,TRUE
1990,16,5,in,in,ADP,IN,10,prep,,,TRUE
1990,16,6,Poland,Poland,PROPN,NNP,5,pobj,GPE_B,beg_root,FALSE
1990,16,7,",",",",PUNCT,",",10,punct,,,TRUE
1990,16,8,Lech,Lech,PROPN,NNP,9,compound,PERSON_B,beg,TRUE
1990,16,9,Walesa,Walesa,PROPN,NNP,10,nsubj,PERSON_I,end_root,TRUE
1990,16,10,declared,declare,VERB,VBD,10,ROOT,,,TRUE
1990,16,11,that,that,SCONJ,IN,13,mark,,,TRUE
1990,16,12,he,he,PRON,PRP,13,nsubj,,beg_root,TRUE
